team_name,league_value,team_value,goals,xgShot,xgShotAgainst,concededGoals,diff_goals,score_full_normal,score_normal_historical,score_normal_current
NEC,967.18,106.0,1.42,1.21,1.74,1.62,-0.20000000000000018,49.87468671679198,27.31829573934837,29.32330827067669
FC Cincinnati,1270.0,47.35,1.51,1.61,1.08,1.03,0.48,49.62406015037594,16.541353383458645,77.94486215538848
Gamba Osaka,254.5,13.98,1.11,1.35,1.37,1.62,-0.51,49.373433583959894,11.528822055137844,16.541353383458645
KV Kortrijk,832.45,25.4,0.74,1.17,1.63,1.8,-1.06,49.122807017543856,38.095238095238095,5.012531328320802
Rosenborg,213.21,21.95,1.17,1.4,1.45,1.5,-0.33000000000000007,48.87218045112782,7.769423558897243,21.804511278195488
IK Sirius,229.08,9.48,1.44,1.56,1.25,1.34,0.09999999999999987,48.62155388471178,4.511278195488721,53.1328320802005
OH Leuven,832.45,29.35,1.46,1.48,1.53,1.55,-0.09000000000000008,48.370927318295735,39.34837092731829,36.59147869674185
Sheffield Wednesday,224.44,19.65,0.37,0.54,1.07,1.4,-1.0299999999999998,48.1203007518797,43.859649122807014,4.260651629072681
Reading,1680.0,18.15,0.65,1.1,1.26,1.37,-0.7200000000000001,47.86967418546366,23.308270676691727,14.285714285714285
Barracas Central,797.41,13.83,0.82,0.88,1.01,1.21,-0.39,47.61904761904761,22.305764411027567,21.553884711779446
Rotherham United,1680.0,17.1,0.81,0.54,1.89,1.77,-0.96,47.368421052631575,30.576441102756892,2.0050125313283207
Stromsgodset,213.21,7.4,1.07,1.42,1.48,1.22,-0.1499999999999999,47.11779448621554,12.280701754385964,27.06766917293233
Philadelphia Union,1270.0,53.95,1.5,1.42,1.26,1.08,0.41999999999999993,46.8671679197995,81.203007518797,71.9298245614035
Wigan,1680.0,9.13,1.23,1.0,1.87,1.23,0.0,46.616541353383454,17.293233082706767,23.308270676691727
Bristol Rovers,224.44,12.38,1.25,1.24,1.14,1.25,0.0,46.365914786967416,50.37593984962406,43.10776942355889
Milton Keynes Dons,224.44,6.4,1.2,1.16,1.27,1.33,-0.13000000000000012,46.11528822055138,48.1203007518797,27.56892230576441
Konyaspor,1190.0,29.93,0.9,0.82,1.03,1.2,-0.29999999999999993,45.86466165413533,49.373433583959894,26.81704260651629
West Bromwich Albion,1680.0,62.65,1.34,1.09,1.08,1.04,0.30000000000000004,45.614035087719294,62.40601503759399,68.67167919799499
Union Santa Fe,797.41,20.3,0.69,0.89,0.97,0.82,-0.13,45.363408521303256,26.31578947368421,34.83709273182957
San Lorenzo,797.41,51.83,0.72,0.99,0.86,0.55,0.16999999999999993,45.11278195488722,45.11278195488722,61.65413533834586
Sutton United,101.25,3.75,1.2,1.04,1.51,2.09,-0.8899999999999999,44.86215538847117,1.7543859649122806,5.764411027568922
Getafe,4660.0,108.7,1.11,1.04,1.34,1.37,-0.26,44.611528822055135,34.335839598997495,56.64160401002506
Puebla,824.85,19.9,1.02,1.2,1.55,1.29,-0.27,44.3609022556391,32.33082706766917,20.80200501253133
Atlético Tucumán,797.41,26.88,0.76,0.95,1.09,0.84,-0.07999999999999996,44.11027568922306,57.393483709273184,36.84210526315789
Crewe Alexandra,101.25,4.4,2.11,1.4,1.58,1.43,0.6799999999999999,43.859649122807014,89.47368421052632,65.91478696741855
Valencia,4660.0,177.9,0.98,0.86,1.0,1.07,-0.09000000000000008,43.609022556390975,69.67418546365914,75.43859649122807
Las Palmas,476.9,53.9,0.53,0.87,1.26,0.8,-0.27,43.35839598997494,36.59147869674185,23.809523809523807
St Gallen,280.76,24.35,1.7,1.77,1.44,1.34,0.3599999999999999,43.10776942355889,68.42105263157895,66.16541353383458
Brescia,475.12,17.8,0.78,1.19,1.24,0.26,0.52,42.857142857142854,11.779448621553884,66.66666666666666
Guingamp,339.0,16.4,1.48,1.33,1.06,0.99,0.49,42.606516290726816,37.092731829573935,69.67418546365914
Albirex Niigata,254.5,11.53,1.03,1.08,1.23,1.21,-0.17999999999999994,42.35588972431078,42.606516290726816,26.31578947368421
VfL Bochum,3970.0,55.8,0.77,1.19,2.39,2.45,-1.6800000000000002,42.10526315789473,38.847117794486216,0.7518796992481203
Norwich City,1680.0,69.85,1.7,1.37,1.78,1.63,0.07000000000000006,41.854636591478695,24.561403508771928,48.1203007518797
Randers FC,268.93,12.65,1.15,1.05,1.27,1.73,-0.5800000000000001,41.60401002506266,16.040100250626566,13.032581453634084
Tigre,797.41,62.5,0.73,1.22,0.95,0.96,-0.22999999999999998,41.35338345864661,41.10275689223057,47.368421052631575
Holstein Kiel,382.35,18.95,1.62,1.56,1.44,1.44,0.18000000000000016,41.10275689223057,32.83208020050125,53.63408521303258
Charlotte FC,1270.0,36.63,1.19,1.01,1.34,1.38,-0.18999999999999995,40.852130325814535,41.854636591478695,29.07268170426065
Jahn Regensburg,382.35,5.4,1.39,1.41,0.96,0.77,0.6199999999999999,40.6015037593985,21.804511278195488,76.19047619047619
FC Volendam,967.18,11.23,0.9,1.26,1.57,2.03,-1.13,40.35087719298245,43.35839598997494,4.511278195488721
Eupen,832.45,24.79,1.14,1.04,2.31,2.12,-0.9800000000000002,40.100250626566414,39.59899749373433,1.5037593984962405
FC Cartagena,476.9,15.0,0.73,1.06,1.15,1.45,-0.72,39.849624060150376,31.57894736842105,12.280701754385964
Inter Miami CF,1270.0,90.6,1.09,1.19,1.44,1.44,-0.34999999999999987,39.59899749373433,18.546365914786968,29.57393483709273
Aalesund,213.21,7.4,0.78,1.35,1.77,2.04,-1.26,39.34837092731829,44.611528822055135,1.7543859649122806
1. FC Magdeburg,382.35,15.95,1.71,1.32,1.57,1.53,0.17999999999999994,39.097744360902254,18.295739348370926,42.606516290726816
Antalyaspor,1190.0,31.43,0.89,0.95,1.0,1.09,-0.20000000000000007,38.847117794486216,58.1453634085213,36.340852130325814
Leyton Orient,101.25,5.85,0.82,1.2,1.14,1.1,-0.28000000000000014,38.59649122807017,30.32581453634085,25.563909774436087
Newport County,101.25,3.4,1.5,1.16,1.17,1.81,-0.31000000000000005,38.34586466165413,48.87218045112782,22.305764411027567
Bristol City,1680.0,33.0,1.13,1.24,1.36,0.98,0.1499999999999999,38.095238095238095,63.90977443609023,55.13784461152882
Rosario Central,797.41,21.93,1.1,1.11,1.29,0.95,0.15000000000000013,37.84461152882205,68.67167919799499,48.87218045112782
Northampton Town,101.25,5.45,0.89,1.29,1.14,0.96,-0.06999999999999995,37.59398496240601,50.6265664160401,37.092731829573935
Godoy Cruz,797.41,19.55,1.17,1.04,1.1,0.96,0.20999999999999996,37.34335839598997,51.127819548872175,54.88721804511278
Lillestrom,213.21,12.25,1.56,1.87,1.39,1.35,0.20999999999999996,37.092731829573935,72.4310776942356,59.899749373433586
Bradford City,101.25,5.35,0.96,1.24,1.07,0.96,0.0,36.84210526315789,3.508771929824561,44.3609022556391
Consadole Sapporo,254.5,11.2,1.54,1.66,1.25,1.72,-0.17999999999999994,36.59147869674185,27.819548872180448,39.59899749373433
RKC,967.18,11.13,1.03,1.25,1.57,1.71,-0.6799999999999999,36.340852130325814,3.7593984962406015,10.275689223057643
Pau,339.0,160.3,1.32,0.84,1.77,1.49,-0.16999999999999993,36.09022556390977,66.66666666666666,26.065162907268167
Karlsruher SC,382.35,15.35,1.44,1.5,1.35,1.44,0.0,35.83959899749373,35.338345864661655,45.363408521303256
Goiás,1440.0,23.13,0.87,0.99,1.24,1.19,-0.31999999999999995,35.58897243107769,34.08521303258145,25.31328320802005
PAOK Salonika,414.35,64.5,1.91,1.4,0.94,0.64,1.27,35.338345864661655,81.70426065162907,88.22055137844612
Borussia Monchengladbach,3970.0,192.3,1.55,1.51,1.93,2.11,-0.5599999999999998,35.08771929824561,24.06015037593985,42.857142857142854
Preston North End,1680.0,45.55,1.21,0.86,1.12,1.36,-0.15000000000000013,34.83709273182957,4.260651629072681,38.34586466165413
Haugesund,213.21,8.43,0.88,1.01,1.69,1.25,-0.37,34.58646616541353,22.05513784461153,11.027568922305765
Shenzhen FC,142.19,5.43,0.82,0.75,1.6,2.0,-1.1800000000000002,34.335839598997495,12.030075187969924,1.0025062656641603
St. Louis CITY SC,1270.0,37.1,1.66,1.24,1.35,1.2,0.45999999999999996,34.08521303258145,51.8796992481203,67.41854636591479
Levante,476.9,24.7,1.11,1.05,1.18,0.67,0.44000000000000006,33.83458646616541,8.020050125313283,62.15538847117794
Modena,475.12,16.75,0.81,1.07,0.7,0.81,0.0,33.583959899749374,74.68671679197995,54.385964912280706
Coritiba,1440.0,38.75,0.95,0.94,1.6,1.86,-0.9100000000000001,33.33333333333333,37.59398496240601,7.769423558897243
Doncaster Rovers,101.25,4.73,1.19,0.99,1.37,1.38,-0.18999999999999995,33.08270676691729,34.58646616541353,19.298245614035086
Como,475.12,28.9,1.21,1.12,1.22,1.21,0.0,32.83208020050125,31.07769423558897,40.852130325814535
Kayserispor,1190.0,27.83,1.0,1.38,1.23,0.9,0.09999999999999998,32.581453634085214,13.533834586466165,56.390977443609025
Port Vale,224.44,6.28,0.75,1.14,1.09,1.36,-0.6100000000000001,32.33082706766917,71.17794486215539,15.037593984962406
Houston Dynamo,1270.0,31.93,1.34,1.26,1.24,1.0,0.3400000000000001,32.08020050125313,35.83959899749373,65.41353383458647
Standard Liege,832.45,57.3,1.05,1.13,1.36,0.89,0.16000000000000003,31.82957393483709,18.796992481203006,52.38095238095239
Sunderland,1680.0,62.05,1.56,1.5,1.1,1.04,0.52,31.57894736842105,20.551378446115287,78.69674185463658
Hartlepool,101.25,2.88,1.44,1.44,1.29,1.55,-0.1100000000000001,31.32832080200501,34.83709273182957,33.33333333333333
Djurgardens IF,229.08,16.88,1.21,1.47,0.98,0.98,0.22999999999999998,31.07769423558897,1.5037593984962405,64.16040100250626
Los Angeles FC,1270.0,59.23,1.44,1.51,1.09,1.04,0.3999999999999999,30.82706766917293,70.42606516290726,75.93984962406014
Cittadella,475.12,11.6,0.89,1.16,1.27,1.16,-0.2699999999999999,30.576441102756892,67.66917293233082,24.561403508771928
Rodez,339.0,10.78,1.63,1.45,1.22,1.31,0.31999999999999984,30.32581453634085,46.616541353383454,61.152882205513784
Cagliari,475.12,70.43,0.51,1.03,1.48,1.82,-1.31,30.075187969924812,43.609022556390975,3.007518796992481
Real Oviedo,476.9,29.8,0.69,0.92,0.93,0.53,0.15999999999999992,29.82456140350877,62.15538847117794,54.13533834586466
SD Huesca,476.9,16.9,0.52,0.61,0.98,0.97,-0.44999999999999996,29.57393483709273,7.518796992481203,16.290726817042607
Guadalajara,824.85,70.3,1.3,1.02,1.11,1.09,0.20999999999999996,29.32330827067669,54.63659147869674,59.3984962406015
KV Mechelen,832.45,24.03,0.91,0.99,1.65,1.32,-0.41000000000000003,29.07268170426065,26.56641604010025,13.283208020050125
Espanyol,4660.0,66.0,1.61,1.56,1.11,0.88,0.7300000000000001,28.82205513784461,80.7017543859649,86.71679197994987
Corinthians,1440.0,88.15,1.08,1.01,1.43,1.14,-0.05999999999999983,28.57142857142857,35.08771929824561,43.35839598997494
Minnesota United FC,1270.0,37.88,1.25,1.52,1.46,1.36,-0.1100000000000001,28.32080200501253,20.30075187969925,45.11278195488722
Fiorentina,4580.0,255.15,2.03,1.15,1.33,1.24,0.7899999999999998,28.07017543859649,51.62907268170426,89.22305764411027
Hull City,1680.0,65.28,1.27,1.19,1.61,1.2,0.07000000000000006,27.819548872180448,5.012531328320802,48.370927318295735
Adana Demirspor,1190.0,45.9,2.07,1.56,1.16,0.98,1.0899999999999999,27.56892230576441,22.55639097744361,85.46365914786968
Luton Town,1680.0,87.2,0.79,1.36,1.92,1.69,-0.8999999999999999,27.31829573934837,2.2556390977443606,9.022556390977442
Barnsley,224.44,13.6,1.78,1.07,1.42,0.89,0.89,27.06766917293233,69.92481203007519,71.42857142857143
Rochdale,101.25,2.53,1.41,1.44,1.1,1.35,0.05999999999999983,26.81704260651629,56.89223057644111,51.127819548872175
Brommapojkarna,229.08,10.45,1.17,1.3,1.49,1.64,-0.47,26.56641604010025,10.025062656641603,14.786967418546364
Cosenza,475.12,15.18,1.23,1.14,1.34,0.96,0.27,26.31578947368421,12.781954887218044,51.62907268170426
Fulham,10410.0,304.0,0.88,1.28,1.68,1.43,-0.5499999999999999,26.065162907268167,78.69674185463658,80.7017543859649
Cruzeiro,1440.0,50.45,0.8,1.05,1.07,0.77,0.030000000000000027,25.81453634085213,6.265664160401002,54.63659147869674
Morecambe,224.44,4.65,1.33,0.99,1.48,1.11,0.21999999999999997,25.563909774436087,59.64912280701754,35.338345864661655
FC Andorra,476.9,18.3,0.99,1.25,1.09,1.32,-0.33000000000000007,25.31328320802005,20.80200501253133,28.07017543859649
Le Havre,339.0,49.5,1.02,1.02,1.6,1.22,-0.19999999999999996,25.062656641604008,24.31077694235589,20.050125313283207
Parma,475.12,53.65,1.8,1.38,1.14,0.72,1.08,24.81203007518797,70.67669172932331,84.21052631578947
FC Juárez,824.85,34.1,1.36,1.19,1.23,1.43,-0.06999999999999984,24.561403508771928,0.7518796992481203,41.60401002506266
Real Betis,4660.0,202.0,1.07,1.22,1.27,1.25,-0.17999999999999994,24.31077694235589,76.94235588972431,74.68671679197995
Mjallby,229.08,10.41,0.92,1.12,1.27,1.02,-0.09999999999999998,24.06015037593985,29.32330827067669,28.82205513784461
Cruz Azul,824.85,51.5,1.15,1.25,1.47,1.75,-0.6000000000000001,23.809523809523807,40.100250626566414,15.789473684210526
FC Tokyo,254.5,14.55,1.17,1.27,1.32,1.23,-0.06000000000000005,23.55889724310777,11.027568922305765,33.83458646616541
Werder Bremen,3970.0,91.3,1.36,1.41,2.04,2.04,-0.6799999999999999,23.308270676691727,0.2506265664160401,18.045112781954884
Atromitos,414.35,17.03,0.51,0.99,1.9,1.9,-1.39,23.05764411027569,23.05764411027569,0.5012531328320802
Defensa y Justicia,797.41,33.43,1.15,1.15,1.25,0.79,0.3599999999999999,22.807017543859647,67.16791979949875,60.902255639097746
Istanbulspor,1190.0,13.33,0.56,0.66,1.63,1.35,-0.79,22.55639097744361,10.275689223057643,6.015037593984962
Ternana,475.12,13.15,0.81,1.35,1.41,1.17,-0.3599999999999999,22.305764411027567,47.86967418546366,21.052631578947366
Carlisle United,101.25,6.55,0.7,0.87,1.25,1.08,-0.3800000000000001,22.05513784461153,33.08270676691729,15.288220551378446
Ross County,372.89,8.93,0.79,0.92,1.71,1.57,-0.78,21.804511278195488,27.06766917293233,5.263157894736842
Huddersfield Town,1680.0,28.28,0.97,1.27,1.44,1.42,-0.44999999999999996,21.553884711779446,6.7669172932330826,22.05513784461153
Shrewsbury Town,224.44,6.23,0.47,1.04,1.3,0.88,-0.41000000000000003,21.303258145363408,23.809523809523807,16.040100250626566
Harrogate Town,101.25,3.63,0.88,0.92,1.23,1.07,-0.19000000000000006,21.052631578947366,11.278195488721805,21.303258145363408
Tijuana,824.85,33.6,1.18,1.17,1.48,1.26,-0.08000000000000007,20.80200501253133,36.84210526315789,31.57894736842105
Millwall,1680.0,42.4,0.9,1.03,1.14,1.05,-0.15000000000000002,20.551378446115287,16.290726817042607,42.35588972431078
San Jose Earthquakes,1270.0,44.55,1.04,1.25,1.39,1.14,-0.09999999999999987,20.30075187969925,2.756892230576441,40.6015037593985
Tranmere Rovers,101.25,3.78,1.11,1.03,1.28,1.61,-0.5,20.050125313283207,41.35338345864661,13.533834586466165
Atlético Paranaense,1440.0,96.8,1.29,1.35,1.08,1.0,0.29000000000000004,19.799498746867165,68.1704260651629,74.93734335839599
CA Independiente,797.41,24.88,0.85,1.09,1.04,0.9,-0.050000000000000044,19.548872180451127,14.536340852130325,46.616541353383454
Atalanta,4580.0,324.6,1.72,1.32,0.71,0.91,0.8099999999999999,19.298245614035086,77.19298245614034,92.23057644110276
Lamia,414.35,10.53,1.02,1.02,1.24,1.36,-0.3400000000000001,19.047619047619047,22.807017543859647,18.546365914786968
Halmstads BK,229.08,7.6,0.81,1.14,1.64,1.38,-0.5699999999999998,18.796992481203006,46.365914786967416,9.523809523809524
Coventry City,1680.0,48.85,1.27,1.36,0.89,1.05,0.21999999999999997,18.546365914786968,74.93734335839599,72.4310776942356
Valenciennes,339.0,13.85,0.58,0.99,1.44,1.25,-0.67,18.295739348370926,13.032581453634084,8.771929824561402
Watford,1680.0,67.4,1.13,0.99,0.93,1.2,-0.07000000000000006,18.045112781954884,23.55889724310777,55.639097744360896
Genoa,475.12,107.75,1.12,0.73,0.97,1.34,-0.21999999999999997,17.794486215538846,55.388471177944865,37.59398496240601
Sheffield United,1680.0,154.95,0.67,0.82,2.45,2.31,-1.6400000000000001,17.543859649122805,15.538847117794486,0.2506265664160401
Motherwell,372.89,7.05,0.79,0.95,1.36,1.02,-0.22999999999999998,17.293233082706767,30.82706766917293,18.295739348370926
Palermo,475.12,32.3,1.53,1.68,0.83,0.44,1.09,17.042606516290725,52.38095238095239,87.21804511278195
Tigres UANL,824.85,62.5,1.75,1.35,1.11,0.94,0.81,16.791979949874687,32.08020050125313,81.203007518797
Shonan Bellmare,254.5,10.15,1.08,1.36,1.72,1.59,-0.51,16.541353383458645,0.5012531328320802,11.528822055137844
Blackpool,1680.0,15.9,1.1,1.28,1.04,0.9,0.20000000000000007,16.290726817042607,9.523809523809524,64.41102756892231
Mallorca,4660.0,92.8,1.05,1.38,1.33,1.4,-0.34999999999999987,16.040100250626566,24.81203007518797,58.1453634085213
Metz,339.0,34.5,0.81,0.69,1.91,1.61,-0.8,15.789473684210526,25.31328320802005,2.756892230576441
Santos,1440.0,70.9,1.0,1.19,1.26,1.46,-0.45999999999999996,15.538847117794486,15.789473684210526,27.31829573934837
Toluca,824.85,59.4,1.29,1.6,1.27,0.88,0.41000000000000003,15.288220551378446,42.35588972431078,73.1829573934837
Plymouth Argyle,224.44,18.13,1.35,1.44,1.58,1.42,-0.06999999999999984,15.037593984962406,44.3609022556391,30.075187969924812
Eibar,476.9,29.5,1.42,0.94,0.85,1.12,0.2999999999999998,14.786967418546364,56.390977443609025,62.907268170426065
Sanfrecce Hiroshima,254.5,14.85,1.09,1.52,0.76,0.82,0.27000000000000013,14.536340852130325,17.042606516290725,70.42606516290726
Albacete,476.9,16.1,1.14,1.35,1.32,1.38,-0.24,14.285714285714285,33.583959899749374,27.819548872180448
SC Paderborn,382.35,16.43,1.44,1.2,1.66,1.53,-0.09000000000000008,14.035087719298245,5.513784461152882,23.55889724310777
Mazatlán FC,824.85,34.8,1.19,1.07,1.59,1.46,-0.27,13.784461152882205,33.83458646616541,18.796992481203006
Sassuolo,4580.0,163.9,1.19,1.07,1.73,1.59,-0.40000000000000013,13.533834586466165,59.3984962406015,46.8671679197995
Gillingham,101.25,5.0,0.83,1.27,1.05,1.15,-0.31999999999999995,13.283208020050125,38.34586466165413,26.56641604010025
Viking FK,213.21,19.3,1.98,1.83,1.44,1.4,0.5800000000000001,13.032581453634084,85.46365914786968,73.43358395989975
Toronto FC,1270.0,35.78,0.71,0.91,1.63,1.61,-0.9000000000000001,12.781954887218044,4.010025062656641,6.7669172932330826
Grimsby Town,101.25,3.85,1.14,0.92,1.35,1.39,-0.25,12.531328320802004,5.764411027568922,17.293233082706767
Molde,213.21,21.85,2.02,1.95,1.28,1.1,0.9199999999999999,12.280701754385964,64.66165413533834,83.70927318295739
Villarreal B,476.9,17.5,1.41,1.22,1.2,1.56,-0.15000000000000013,12.030075187969924,19.548872180451127,32.83208020050125
Middlesbrough,1680.0,58.55,1.27,1.5,0.94,1.27,0.0,11.779448621553884,8.521303258145362,67.16791979949875
AIK,229.08,69.38,1.0,1.2,1.23,1.11,-0.1100000000000001,11.528822055137844,40.35087719298245,41.10275689223057
Hansa Rostock,382.35,17.28,0.98,1.38,1.9,1.42,-0.43999999999999995,11.278195488721805,9.022556390977442,12.030075187969924
Almeria,4660.0,160.3,1.14,1.4,1.83,2.53,-1.39,11.027568922305765,2.506265664160401,10.776942355889723
Paris FC,339.0,14.05,0.99,1.19,0.93,1.31,-0.32000000000000006,10.776942355889723,6.015037593984962,30.82706766917293
Livingston,372.89,8.93,0.89,1.06,1.32,1.48,-0.59,10.526315789473683,32.581453634085214,12.531328320802004
Everton,10410.0,350.7,0.89,1.8,1.47,1.39,-0.4999999999999999,10.275689223057643,77.69423558897243,87.468671679198
Hibernian,372.89,12.55,1.31,1.26,1.43,1.62,-0.31000000000000005,10.025062656641603,13.784461152882205,20.30075187969925
Asteras Tripolis,414.35,10.68,1.29,1.24,1.46,1.68,-0.3899999999999999,9.774436090225564,35.58897243107769,17.042606516290725
Derby County,224.44,19.5,1.33,1.45,1.04,0.89,0.44000000000000006,9.523809523809524,21.303258145363408,69.92481203007519
Queens Park Rangers,1680.0,40.73,0.66,0.89,1.62,1.61,-0.9500000000000001,9.273182957393484,1.2531328320802004,7.017543859649122
FC Utrecht,967.18,46.05,0.8,1.05,1.68,1.99,-1.19,9.022556390977442,12.531328320802004,3.258145363408521
Salernitana,4580.0,99.9,0.6,0.83,1.6,1.9,-1.2999999999999998,8.771929824561402,19.799498746867165,8.020050125313283
Real Zaragoza,476.9,31.6,1.1,0.86,0.85,0.81,0.29000000000000004,8.521303258145362,53.1328320802005,60.40100250626567
Pachuca,824.85,44.8,0.68,1.23,1.35,1.49,-0.8099999999999999,8.270676691729323,47.368421052631575,11.779448621553884
Winterthur,280.76,10.1,0.83,0.88,1.55,1.71,-0.88,8.020050125313283,66.9172932330827,4.761904761904762
Hammarby,229.08,21.3,1.23,1.07,1.27,1.16,0.07000000000000006,7.769423558897243,17.794486215538846,39.097744360902254
KVC Westerlo,832.45,33.28,0.99,1.08,1.81,1.65,-0.6599999999999999,7.518796992481203,47.61904761904761,8.521303258145362
Rayo Vallecano,4660.0,83.6,1.06,1.51,1.13,1.15,-0.08999999999999986,7.268170426065162,79.19799498746866,74.18546365914787
Burton Albion,224.44,6.45,0.94,0.95,1.23,1.06,-0.1200000000000001,7.017543859649122,50.125313283208015,25.81453634085213
Blackburn,1680.0,52.25,1.34,1.7,1.58,1.56,-0.21999999999999997,6.7669172932330826,33.33333333333333,43.609022556390975
Bari,475.12,34.18,0.8,0.96,1.14,0.8,0.0,6.516290726817042,7.268170426065162,40.100250626566414
Torino,4580.0,186.1,0.6,0.72,1.18,1.21,-0.61,6.265664160401002,10.526315789473683,47.11779448621554
Atlas,824.85,34.8,0.95,1.07,1.04,1.17,-0.21999999999999997,6.015037593984962,9.774436090225564,34.335839598997495
Anderlecht,832.45,90.9,1.46,1.3,1.4,1.06,0.3999999999999999,5.764411027568922,67.41854636591479,68.42105263157895
Frosinone,475.12,62.63,1.19,1.22,1.34,1.28,-0.09000000000000008,5.513784461152882,14.786967418546364,39.34837092731829
IFK Goteborg,229.08,12.55,0.97,1.12,1.17,1.04,-0.07000000000000006,5.263157894736842,40.852130325814535,33.583959899749374
Caen,339.0,17.05,1.42,1.16,1.14,1.17,0.25,5.012531328320802,40.6015037593985,55.388471177944865
Huracán,797.41,29.38,0.75,1.03,0.79,0.95,-0.19999999999999996,4.761904761904762,48.62155388471178,44.611528822055135
Burgos,476.9,15.6,1.29,1.19,1.14,1.21,0.08000000000000007,4.511278195488721,64.16040100250626,49.122807017543856
Panetolikos,414.35,10.95,0.46,1.1,1.63,1.61,-1.1500000000000001,4.260651629072681,14.285714285714285,2.2556390977443606
Cadiz,4660.0,59.5,0.77,0.97,1.41,1.16,-0.3899999999999999,4.010025062656641,30.075187969924812,38.847117794486216
Ankaragucu,1190.0,30.45,1.31,1.07,1.39,1.21,0.10000000000000009,3.7593984962406015,48.370927318295735,46.365914786967416
Cheltenham Town,224.44,5.74,0.13,0.74,1.53,1.34,-1.21,3.508771929824561,41.60401002506266,1.2531328320802004
Cuiaba,1440.0,19.53,0.93,0.93,1.03,0.97,-0.039999999999999925,3.258145363408521,65.16290726817043,46.11528822055138
AFC Wimbledon,101.25,3.8,1.27,1.57,0.79,0.7,0.5700000000000001,3.007518796992481,73.1829573934837,77.44360902255639
Vitesse,967.18,27.4,0.61,0.97,1.72,1.52,-0.91,2.756892230576441,7.017543859649122,5.513784461152882
Brighton and Hove Albion,10410.0,468.3,2.18,1.86,1.55,1.78,0.40000000000000013,2.506265664160401,83.95989974937343,93.734335839599
Kilmarnock,372.89,6.65,1.11,1.29,1.18,1.21,-0.09999999999999987,2.2556390977443606,2.0050125313283207,36.09022556390977
Avispa Fukuoka,254.5,12.28,0.96,1.14,0.99,1.05,-0.09000000000000008,2.0050125313283207,18.045112781954884,39.849624060150376
IFK Värnamo,229.08,8.75,1.05,1.13,1.28,1.02,0.030000000000000027,1.7543859649122806,8.771929824561402,35.08771929824561
Empoli,4580.0,89.5,0.11,0.8,1.47,1.81,-1.7,1.5037593984962405,13.283208020050125,3.508771929824561
Stoke City,1680.0,51.13,0.97,1.02,1.37,1.34,-0.3700000000000001,1.2531328320802004,19.298245614035086,25.062656641604008
Fatih Karagümrük,1190.0,25.1,0.79,0.64,1.35,1.01,-0.21999999999999997,1.0025062656641603,36.09022556390977,19.047619047619047
Stockport County,101.25,7.2,1.84,1.5,1.08,1.01,0.8300000000000001,0.7518796992481203,76.44110275689223,78.94736842105263
Southampton,10410.0,234.8,1.4,1.71,1.31,1.62,-0.2200000000000002,0.5012531328320802,76.19047619047619,87.96992481203007
Valerenga,213.21,13.2,1.21,1.31,1.48,1.58,-0.3700000000000001,0.2506265664160401,10.776942355889723,17.794486215538846
